file,line_number,pattern,match_text,line_content
Content/YouTube/Videos/7-10 Tone/LOG-116.mp4.md,14,day_month_year,28th April 2025,Uploaded 28th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-12.mp4.md,7,day_month_year,12th January 2025,Uploaded 12th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-123.mp4.md,12,day_month_year,4th May 2025,Uploaded 4th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-124.mp4.md,7,day_month_year,5th May 2025,Uploaded 5th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-125.mp4.md,7,day_month_year,6th May 2025,Uploaded 6th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-126.mp4.md,7,day_month_year,7th May 2025,Uploaded 7th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-127.mp4.md,7,day_month_year,8th May 2025,Uploaded 8th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-128.mp4.md,7,day_month_year,9th May 2025,Uploaded 9th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-129.mp4.md,7,day_month_year,10th May 2025,Uploaded 10th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-13.mp4.md,7,day_month_year,13th January 2025,Uploaded 13th January 2025.
Content/YouTube/Videos/7-10 Tone/log-131.mp4.md,7,day_month_year,12th May 2025,Uploaded 12th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-132.md,11,day_month_year,13th May 2025,Uploaded 13th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-134.mp4.md,7,day_month_year,15th May 2025,Uploaded 15th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-135.mp4.md,7,day_month_year,16th May 2025,Uploaded 16th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-136.mp4.md,7,day_month_year,18th May 2025,Uploaded 18th May 2025
Content/YouTube/Videos/7-10 Tone/LOG-137.mp4.md,7,day_month_year,18th May 2025,"Uploaded 18th May 2025, same as [[LOG-136.mp4]]."
Content/YouTube/Videos/7-10 Tone/LOG-14.mp4 ..0.md,11,day_month_year,14th January 2025,Uploaded 14th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-141.mp4.md,7,day_month_year,22nd May 2025,Uploaded 22nd May 2025.
Content/YouTube/Videos/7-10 Tone/LOG-142.mp4.md,7,day_month_year,23rd May 2025,Uploaded 23rd May 2025.
Content/YouTube/Videos/7-10 Tone/LOG-147.md,7,day_month_year,29th May 2025,Uploaded 29th May 2025.
Content/YouTube/Videos/7-10 Tone/LOG-15.mmp44.md,14,day_month_year,15th January 2025,Uploaded 15th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-154.mp4.md,11,day_month_year,4th June 2025,Uploaded 4th June 2025.
Content/YouTube/Videos/7-10 Tone/LOG-155.mp4.md,11,day_month_year,5th June 2025,Uploaded 5th June 2025.
Content/YouTube/Videos/7-10 Tone/LOG-156.mp4.md,7,day_month_year,6th June 2025,Uploaded 6th June 2025.
Content/YouTube/Videos/7-10 Tone/LOG-17.mp4.md,12,day_month_year,17th January 2025,Uploaded 17th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-20....md,7,day_month_year,22nd January 2025,Uploaded 22nd January 2025
Content/YouTube/Videos/7-10 Tone/LOG-25.mp4.md,7,day_month_year,26th January 2025,"Uploaded 26th January 2025, same as [[LOG-26.mp4]]."
Content/YouTube/Videos/7-10 Tone/LOG-26.mp4.md,7,day_month_year,26th January 2025,"Uploaded 26th January 2025, same as [[LOG-25.mp4]]."
Content/YouTube/Videos/7-10 Tone/LOG-27.mp4.md,13,day_month_year,27th January 2025,Uploaded 27th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-28.mp4.md,11,day_month_year,28th January 2025,Uploaded 28th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-29.mp4.md,7,day_month_year,29th January 2025,Uploaded 29th January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-31.mp4.md,12,day_month_year,31st January 2025,Uploaded 31st January 2025.
Content/YouTube/Videos/7-10 Tone/LOG-32.mp4.md,11,day_month_year,1st February 2025,Uploaded 1st February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-33.mp4.md,7,day_month_year,2nd February 2025,Uploaded 2nd February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-34.mp4.md,11,day_month_year,3rd February 2025,Uploaded 3rd February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-34.mp4.md,19,day_month_year,4 Feb 2025,"**Clues:** The alarm sounds are similar to [[vacsystemrestart.mp3]] (which was created the very next day: 4 Feb 2025), and the top text refers to some kind of ""heat control component"" deactivating, which could be for the machine that runs the program to make [[The Logs]]."
Content/YouTube/Videos/7-10 Tone/LOG-35.mp4.md,7,day_month_year,4th February 2025,Uploaded 4th February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-36.mp4.md,7,day_month_year,5th February 2025,Uploaded 5th February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-37.mp4.md,7,day_month_year,6th February 2025,Uploaded 6th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-38.mp4.md,7,day_month_year,7th February 2025,Uploaded 7th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-39..mp4.md,7,day_month_year,9th February 2025,Uploaded 9th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-39.mp4.md,7,day_month_year,8th February 2025,Uploaded 8th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-40.mp4.md,13,day_month_year,10th February 2025,Uploaded 10th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-41.mp4.md,7,day_month_year,11th February 2025,Uploaded 11th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-42.mp4.md,7,day_month_year,13th February 2025,Uploaded 13th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-43.mp4.md,7,day_month_year,14th February 2025,Uploaded 14th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-44.mp4.md,7,day_month_year,15th February 2025,Uploaded 15th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-46.mp4.md,11,day_month_year,28th April 2024,"Uploaded 28th April 2024, the earliest known LOG uploaded to [[710 Tone|7/10 Tone]]."
Content/YouTube/Videos/7-10 Tone/LOG-47.mp4.md,7,day_month_year,18th February 2025,Uploaded 18th February 2025
Content/YouTube/Videos/7-10 Tone/LOG-48.mp4.md,7,day_month_year,19th February 2025,Uploaded 19th February 2025.
Content/YouTube/Videos/7-10 Tone/LOG-62.mp4.md,13,day_month_year,4th March 2025,Uploaded 4th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-63.mp4.md,7,day_month_year,5th March 2025,Uploaded 5th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-64.mp4.md,7,day_month_year,6th March 2025,Uploaded 6th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-65.mp4.md,7,day_month_year,7th March 2025,Uploaded 7th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-66.mp4.md,7,day_month_year,8th March 2025,Uploaded 8th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-67.mp4.md,12,day_month_year,9th March 2025,Uploaded 9th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-68.mp4.md,7,day_month_year,10th March 2025,Uploaded 10th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-69.mp4.md,7,day_month_year,11th March 2025,Uploaded 11th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-70.mp4.md,7,day_month_year,12th March 2025,Uploaded 12th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-71.mp4.md,12,day_month_year,13th March 2025,Uploaded 13th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-72.mp4.md,7,day_month_year,15th March 2025,Uploaded 15th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-73.mp4.md,7,day_month_year,15th March 2025,Uploaded 15th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-74.mp4.md,7,day_month_year,16th March 2025,Uploaded 16th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-76.mp4.md,7,day_month_year,19th March 2025,Uploaded 19th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-77.mp4.md,7,day_month_year,19th March 2025,Uploaded 19th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-78.mp4.md,7,day_month_year,20th March 2025,Uploaded 20th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-83.mp4.md,7,day_month_year,25th March 2025,Uploaded 25th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-84.mp4.md,7,day_month_year,26th March 2025,Uploaded 26th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-85.mp4.md,7,day_month_year,27th March 2025,Uploaded 27th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-86.mp4.md,7,day_month_year,28th March 2025,Uploaded 28th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-87.mp4.md,7,day_month_year,29th March 2025,Uploaded 29th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-88.mp4.md,7,day_month_year,30th March 2025,Uploaded 30th March 2025
Content/YouTube/Videos/7-10 Tone/LOG-89.mp4.md,11,day_month_year,31st March 2025,Uploaded 31st March 2025
Content/YouTube/Videos/7-10 Tone/LOG-9.mp4.md,7,day_month_year,10th January 2025,Uploaded 10th January 2025
Content/YouTube/Videos/7-10 Tone/LOG-90.mp4.md,11,day_month_year,1st April 2025,Uploaded 1st April 2025
Content/YouTube/Videos/7-10 Tone/LOG-92.mp4.md,7,day_month_year,3rd April 2025,Uploaded 3rd April 2025
Content/YouTube/Videos/7-10 Tone/LOG-93.mp4.md,12,day_month_year,4th April 2025,Uploaded 4th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-95.mp4.md,14,day_month_year,7th April 2025,Uploaded 7th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-96.mp4.md,7,day_month_year,8th April 2025,Uploaded 8th April 2025
Content/YouTube/Videos/7-10 Tone/LOG-99.mp4.md,7,day_month_year,10th April 2025,Uploaded 10th April 2025
Content/YouTube/Videos/7-10 Tone/LOG.138.mp4.md,7,day_month_year,19th May 2025,Uploaded 19th May 2025.
Content/YouTube/Videos/7-10 Tone/LONG_STR.mp4.md,12,day_month_year,23rd February 2025,Uploaded 23rd February 2025.
Content/YouTube/Videos/7-10 Tone/LONG_STR.mp4.md,24,numeric_day_month_year,5-45-438,987472685797698579637597430985794387659724-5-45-438-258483-285499258432
Content/YouTube/Videos/7-10 Tone/machina_ad_mortem.mp4.md,13,day_month_year,3rd March 2025,Uploaded 3rd March 2025.
Content/YouTube/Videos/7-10 Tone/Parting Gifts.md,12,day_month_year,10th July 2025,Uploaded 10th July 2025.
Content/YouTube/Videos/7-10 Tone/RIGfunctionobservationTEST028.mp4.md,13,day_month_year,27th August 2025,Uploaded 27th August 2025.
Content/YouTube/Videos/7-10 Tone/THE EFFECT OF LONG STRING IS NOT FOR YOU TO.md,8,day_month_year,4th November 2025,Uploaded 4th November 2025.
Content/YouTube/Videos/7-10 Tone/THE EFFECT OF LONG STRING IS NOT FOR YOU TO.md,22,numeric_day_month_year,02-1-25,> 	date: 02-1-25
Content/YouTube/Videos/7-10 Tone/tmp 5664.md,12,day_month_year,7th February 2025,Uploaded 7th February 2025.
Content/YouTube/Videos/7-10 Tone/TRANSLATED-DD.PCV.md,14,day_month_year,24th July 2023,"Uploaded 24th July 2023, the earliest known video uploaded to [[710 Tone|7/10 Tone]]."
Content/YouTube/Videos/7-10 Tone/uBBNS.md,7,day_month_year,28th October 2025,Uploaded 28th October 2025.
Content/YouTube/Videos/7-10 Tone/{ - . }re.md,13,day_month_year,24th January 2025,Uploaded 24th January 2025.
Content/YouTube/Videos/710NPP/0001 Bin.md,13,day_month_year,1st February 2025,"_Uploaded 1st February 2025, same as [[LOG-32.mp4]] from [[710 Tone|7/10 Tone]]._"
Content/YouTube/Videos/710NPP/12_capturedRecall 011.md,12,day_month_year,27th September 2025,"_Uploaded 27th September 2025, same as [[12_capturedRecall]] on the [[710 Tone|7/10 Tone]] channel._"
Content/YouTube/Videos/710NPP/20240NA@ 25109.md,13,day_month_year,11th May 2025,"_Uploaded 11th May 2025, same as [[20240NA@|2024NA\@]] from [[710 Tone|7/10 Tone]]._"
Content/YouTube/Videos/Deleted Videos (not archived).md,7,day_month_year,25th January 2025,"Deleted LOG that was uploaded on 25th January 2025, led to HCT RIG ERROR."
Content/YouTube/Videos/Deleted Videos (not archived).md,13,month_day_year,"July 31, 2024","Uploaded on July 31, 2024. Video that was the ultimate result of the ""BACKBONE"" video rabbit hole."
Content/YouTube/Videos/Deleted Videos (not archived).md,16,month_day_year,"July 31, 2024","Uploaded on July 31, 2024. Led to Backbone.PCV."
Content/YouTube/Videos/Deleted Videos (not archived).md,19,month_day_year,"July 31, 2024","Uploaded on July 31, 2024. Led to LOG-89.PCV."
Content/YouTube/Videos/Deleted Videos (not archived).md,22,day_month_year,"28th July, 2024","Uploaded 28th July, 2024. Led to ""S.T.A.B""."
Content/YouTube/Videos/Deleted Videos (not archived).md,25,day_month_year,"28th July, 2024","Uploaded 28th July, 2024. Led to LOG-26.mp4"
Content/YouTube/Videos/Deleted Videos (not archived).md,28,day_month_year,"28th July, 2024","Uploaded 28th July, 2024, same as LOG-1.mp4. Featured a code that led to a link to CALL SIGNAL."
Content/YouTube/Videos/Deleted Videos (not archived).md,31,day_month_year,"28th July, 2024","Uploaded 28th July, 2024. Featured a code that led to a link to signal-5636.mp4."
Content/YouTube/Videos/Deleted Videos (not archived).md,34,day_month_year,"14th November, 2024","Uploaded 14th November, 2024. The code ""83#8###"" was decoded from (allegedly) morse code."
